Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost
Europe,Armenia,Fruits,Offline,M,7/29/10,219782197,8/18/10,7291,9.33,6.92
Asia,Kazakhstan,Vegetables,Online,C,7/22/12,999379336,8/8/12,7409,154.06,90.93
Australia and Oceania,Kiribati,Vegetables,Online,C,8/18/14,635038793,9/28/14,946,154.06,90.93
Asia,Thailand,Cosmetics,Online,H,4/22/15,108059394,4/23/15,6031,437.2,263.33
Sub-Saharan Africa,Burundi,Personal Care,Online,M,2/27/14,920052468,3/23/14,2826,81.73,56.67
Asia,South Korea,Office Supplies,Online,H,8/13/15,142941844,9/3/15,8523,651.21,524.96
Central America and the Caribbean,Dominica,Fruits,Offline,M,1/7/10,768963849,1/27/10,2346,9.33,6.92
Asia,Bhutan,Household,Online,H,4/15/15,460667312,5/20/15,549,668.27,502.54
Australia and Oceania,Marshall Islands,Cosmetics,Online,C,7/14/12,100913560,8/26/12,1420,437.2,263.33
Europe,Liechtenstein,Fruits,Online,C,6/14/10,642876422,6/25/10,274,9.33,6.92
Europe,Belgium,Cereal,Offline,H,3/17/11,860042226,4/5/11,4462,205.7,117.11
Australia and Oceania,Australia,Cereal,Online,H,4/7/14,496209800,5/11/14,8361,205.7,117.11
Europe,Portugal,Vegetables,Offline,H,7/28/12,715490472,9/2/12,8385,154.06,90.93
Europe,Slovakia,Baby Food,Offline,L,7/2/11,952308070,8/17/11,7975,255.28,159.42
Europe,Russia,Baby Food,Offline,C,6/27/17,261398923,8/12/17,2605,255.28,159.42
Europe,Andorra,Meat,Online,L,7/13/11,467811858,7/18/11,4780,421.89,364.69
Central America and the Caribbean,Saint Lucia,Cosmetics,Online,H,7/22/13,316908204,8/1/13,9035,437.2,263.33
Sub-Saharan Africa,Republic of the Congo,Beverages,Offline,H,6/25/10,424361789,7/27/10,6938,47.45,31.79
Europe,United Kingdom,Office Supplies,Offline,H,12/31/12,126158940,1/7/13,2089,651.21,524.96
Europe,Serbia,Fruits,Offline,H,12/11/13,628598487,12/19/13,5116,9.33,6.92
Sub-Saharan Africa,Uganda,Cereal,Online,C,10/12/14,958291757,11/5/14,8681,205.7,117.11
Europe,Slovenia,Vegetables,Offline,M,4/4/14,212162578,5/3/14,2476,154.06,90.93
Sub-Saharan Africa,Rwanda,Vegetables,Online,M,3/8/12,707447278,3/20/12,8225,154.06,90.93
Australia and Oceania,Kiribati,Personal Care,Online,L,3/23/13,331694686,3/23/13,4683,81.73,56.67
Central America and the Caribbean,Saint Lucia,Cereal,Offline,M,7/14/15,192766129,8/18/15,2636,205.7,117.11
Middle East and North Africa,Saudi Arabia,Vegetables,Online,L,7/17/14,568835437,8/29/14,9901,154.06,90.93
Sub-Saharan Africa,Senegal,Cereal,Offline,C,4/29/14,458388936,5/16/14,6327,205.7,117.11
Asia,South Korea,Personal Care,Online,H,3/26/16,730225455,5/4/16,8794,81.73,56.67
Europe,Albania,Personal Care,Offline,L,2/7/15,973456323,3/29/15,6213,81.73,56.67
Europe,Denmark,Cereal,Online,C,8/18/10,847505366,9/20/10,4526,205.7,117.11
Australia and Oceania,Nauru,Snacks,Online,C,2/23/11,532108914,3/27/11,1707,152.58,97.44
Middle East and North Africa,Somalia,Meat,Online,M,9/8/14,277315795,10/10/14,2761,421.89,364.69
Middle East and North Africa,Kuwait,Household,Online,L,10/12/12,853487336,11/9/12,4724,668.27,502.54
Middle East and North Africa,Libya,Baby Food,Offline,H,12/15/16,401297366,12/20/16,1663,255.28,159.42
North America,United States of America,Snacks,Offline,H,1/29/17,281732213,2/11/17,9677,152.58,97.44
Sub-Saharan Africa,Togo,Household,Online,L,6/14/15,126090705,7/21/15,1896,668.27,502.54
Sub-Saharan Africa,Mauritius ,Personal Care,Online,L,6/7/15,985984170,7/3/15,3481,81.73,56.67
Middle East and North Africa,Tunisia ,Cosmetics,Online,H,2/2/10,383336436,2/21/10,6625,437.2,263.33
Asia,Kazakhstan,Fruits,Online,C,4/8/16,860383832,4/26/16,5550,9.33,6.92
Europe,Monaco,Cosmetics,Online,C,3/30/10,529675185,4/10/10,1513,437.2,263.33
North America,Mexico,Household,Offline,L,10/9/14,724071824,10/11/14,7798,668.27,502.54
Sub-Saharan Africa,South Sudan,Snacks,Online,M,1/15/12,146747577,2/16/12,4724,152.58,97.44
Sub-Saharan Africa,Senegal,Office Supplies,Offline,C,8/1/15,721188771,8/6/15,4639,651.21,524.96
Middle East and North Africa,Turkey,Fruits,Offline,M,6/30/13,841194236,7/14/13,6922,9.33,6.92
Sub-Saharan Africa,Kenya,Beverages,Online,M,2/2/10,320875298,2/17/10,2986,47.45,31.79
Europe,Spain,Cosmetics,Online,L,7/10/14,844655787,7/12/14,1272,437.2,263.33
Europe,Iceland,Office Supplies,Online,M,4/20/14,117272031,5/23/14,2255,651.21,524.96
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Offline,L,12/5/16,413772857,12/7/16,3438,437.2,263.33
Australia and Oceania,Kiribati,Clothes,Offline,H,10/28/15,929519593,11/18/15,4358,109.28,35.84
Europe,Switzerland,Meat,Offline,C,10/31/16,930186069,12/7/16,1583,421.89,364.69
Asia,Cambodia,Personal Care,Online,M,9/22/11,201758611,9/29/11,3711,81.73,56.67
Europe,Italy,Cosmetics,Offline,H,4/3/12,400536048,5/8/12,6372,437.2,263.33
Europe,Macedonia,Fruits,Offline,C,2/11/16,103129708,3/12/16,7227,9.33,6.92
Europe,Cyprus,Baby Food,Online,M,9/7/10,656463420,10/20/10,969,255.28,159.42
Middle East and North Africa,Jordan,Baby Food,Online,C,9/16/14,327773511,10/25/14,4321,255.28,159.42
Europe,Spain,Office Supplies,Online,C,12/1/13,154608809,12/19/13,1037,651.21,524.96
Central America and the Caribbean,Nicaragua,Clothes,Offline,L,4/3/10,794830644,5/21/10,6905,109.28,35.84
Europe,Finland,Snacks,Online,H,7/6/10,276612842,8/5/10,4742,152.58,97.44
Europe,Belarus,Cereal,Offline,C,12/21/14,748441731,1/23/15,9395,205.7,117.11
Europe,Vatican City,Cosmetics,Online,L,8/17/13,829116141,8/27/13,2746,437.2,263.33
Australia and Oceania,Solomon Islands,Vegetables,Online,M,9/5/12,557747399,10/7/12,8705,154.06,90.93
Australia and Oceania,Samoa ,Fruits,Offline,C,8/10/15,943759334,8/14/15,8214,9.33,6.92
Sub-Saharan Africa,Equatorial Guinea,Snacks,Online,L,10/22/11,816888272,12/9/11,4248,152.58,97.44
Sub-Saharan Africa,South Africa,Personal Care,Offline,L,9/5/10,877183043,9/25/10,6810,81.73,56.67
Sub-Saharan Africa,South Africa,Office Supplies,Online,M,2/8/15,545004975,3/23/15,7938,651.21,524.96
Central America and the Caribbean,Nicaragua,Office Supplies,Online,C,2/11/10,211027896,3/8/10,6699,651.21,524.96
Australia and Oceania,Fiji,Personal Care,Online,C,1/28/12,786238133,3/10/12,4190,81.73,56.67
Australia and Oceania,Kiribati,Beverages,Online,C,12/6/11,551934516,12/9/11,8543,47.45,31.79
Sub-Saharan Africa,Comoros,Baby Food,Online,M,10/28/16,109728372,12/2/16,9918,255.28,159.42
Sub-Saharan Africa,Comoros,Clothes,Online,H,1/15/16,131543529,3/5/16,5508,109.28,35.84
Europe,Albania,Personal Care,Online,L,1/25/15,909616315,2/17/15,4536,81.73,56.67
Asia,Turkmenistan,Office Supplies,Offline,L,9/3/16,106495559,9/23/16,3257,651.21,524.96
Sub-Saharan Africa,Zambia,Office Supplies,Online,M,2/15/17,405042588,3/6/17,9958,651.21,524.96
Central America and the Caribbean,Jamaica,Fruits,Online,L,7/13/17,958431231,8/18/17,9955,9.33,6.92
Middle East and North Africa,Iran,Baby Food,Online,H,7/1/12,540147817,8/19/12,597,255.28,159.42
Sub-Saharan Africa,Seychelles ,Fruits,Offline,M,8/18/16,693991172,9/14/16,6265,9.33,6.92
Sub-Saharan Africa,Sierra Leone,Snacks,Online,C,4/20/15,784072625,4/21/15,3368,152.58,97.44
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Offline,L,11/17/13,244816005,12/28/13,5351,437.2,263.33
Asia,Kazakhstan,Cereal,Online,M,3/27/11,830957639,4/23/11,7686,205.7,117.11
North America,Canada,Household,Online,M,1/31/11,767546355,3/4/11,2878,668.27,502.54
Australia and Oceania,Vanuatu,Personal Care,Online,M,8/20/10,599943482,9/29/10,5463,81.73,56.67
Central America and the Caribbean,Belize,Snacks,Online,L,12/11/11,943822848,1/2/12,7010,152.58,97.44
Europe,Armenia,Baby Food,Online,H,7/25/10,235170781,8/9/10,1115,255.28,159.42
Central America and the Caribbean,Antigua and Barbuda ,Snacks,Online,C,6/22/14,580286109,8/4/14,8410,152.58,97.44
Sub-Saharan Africa,Central African Republic,Clothes,Online,H,7/26/17,105780160,9/7/17,1555,109.28,35.84
Europe,Luxembourg,Office Supplies,Online,M,1/6/11,608576762,2/15/11,243,651.21,524.96
Europe,Belgium,Baby Food,Online,C,5/8/17,805912244,5/30/17,6197,255.28,159.42
Europe,Czech Republic,Cereal,Offline,C,12/11/10,385335433,12/29/10,8172,205.7,117.11
Europe,Ireland,Household,Online,H,9/1/12,454707658,9/18/12,6955,668.27,502.54
Sub-Saharan Africa,Democratic Republic of the Congo,Cereal,Online,M,5/20/10,392202746,7/8/10,363,205.7,117.11
Europe,Spain,Vegetables,Online,M,9/26/15,996307027,9/30/15,8244,154.06,90.93
Middle East and North Africa,United Arab Emirates,Meat,Online,H,12/5/14,435819327,12/19/14,7479,421.89,364.69
Europe,Norway,Office Supplies,Offline,L,5/17/10,999850976,6/8/10,6978,651.21,524.96
Sub-Saharan Africa,Swaziland,Cereal,Online,L,11/30/16,547825801,12/9/16,2683,205.7,117.11
Europe,Austria,Cosmetics,Online,L,8/2/12,159480130,8/22/12,2569,437.2,263.33
Sub-Saharan Africa,Ghana,Office Supplies,Online,C,7/29/10,984862792,9/7/10,1641,651.21,524.96
Europe,Croatia,Vegetables,Online,M,7/20/17,194335114,8/3/17,6934,154.06,90.93
Europe,Cyprus,Household,Offline,L,10/1/14,428570926,10/28/14,2516,668.27,502.54
Asia,Malaysia,Clothes,Offline,L,10/6/14,348556554,11/3/14,4485,109.28,35.84
Middle East and North Africa,Somalia,Baby Food,Online,H,4/24/12,485590827,4/27/12,5971,255.28,159.42
Europe,Iceland,Household,Online,M,10/6/10,991285073,10/7/10,2137,668.27,502.54
Europe,Monaco,Cereal,Offline,C,10/2/10,287563121,10/14/10,5173,205.7,117.11
Middle East and North Africa,United Arab Emirates,Fruits,Online,L,12/25/13,916661298,1/29/14,9303,9.33,6.92
Asia,Nepal,Office Supplies,Online,C,11/13/11,991128432,11/24/11,5783,651.21,524.96
Asia,Kazakhstan,Meat,Online,C,1/10/12,943825852,2/22/12,7898,421.89,364.69
Central America and the Caribbean,Nicaragua,Office Supplies,Online,C,10/14/11,377927386,11/3/11,5967,651.21,524.96
Middle East and North Africa,United Arab Emirates,Baby Food,Online,L,2/9/17,316919362,3/31/17,2337,255.28,159.42
Sub-Saharan Africa,Djibouti,Baby Food,Offline,H,2/5/16,954600608,2/27/16,6388,255.28,159.42
Sub-Saharan Africa,Democratic Republic of the Congo,Cereal,Offline,L,1/19/13,305082452,3/5/13,9532,205.7,117.11
Europe,Croatia,Baby Food,Online,M,2/20/17,952788722,3/2/17,211,255.28,159.42
Europe,San Marino,Cereal,Offline,M,11/10/15,602455747,12/8/15,8898,205.7,117.11
Central America and the Caribbean,The Bahamas,Beverages,Offline,H,9/19/16,629132354,11/2/16,3099,47.45,31.79
Sub-Saharan Africa,Mauritius ,Clothes,Offline,C,2/18/13,228179872,3/5/13,2350,109.28,35.84
Sub-Saharan Africa,Tanzania,Baby Food,Online,M,12/16/10,465272128,1/26/11,3217,255.28,159.42
Europe,Bulgaria,Clothes,Offline,M,2/4/17,226395452,3/6/17,4300,109.28,35.84
Australia and Oceania,Tuvalu,Vegetables,Online,L,1/8/13,267848670,2/11/13,1228,154.06,90.93
Sub-Saharan Africa,Eritrea,Personal Care,Offline,C,7/25/11,966243112,8/6/11,1664,81.73,56.67
Sub-Saharan Africa,Guinea-Bissau,Household,Online,C,4/2/15,968502604,4/19/15,298,668.27,502.54
Middle East and North Africa,Egypt,Vegetables,Online,H,7/15/12,341863477,7/27/12,3855,154.06,90.93
Europe,Malta,Meat,Offline,L,11/16/11,123874557,1/5/12,6089,421.89,364.69
Sub-Saharan Africa,Tanzania,Beverages,Online,H,3/14/15,972397172,4/28/15,2787,47.45,31.79
Europe,Germany,Cosmetics,Online,M,2/28/14,915605151,4/19/14,6766,437.2,263.33
Europe,Romania,Beverages,Online,C,8/14/16,301984822,9/17/16,2875,47.45,31.79
Middle East and North Africa,Yemen,Household,Online,L,7/23/12,450335013,7/23/12,2993,668.27,502.54
Sub-Saharan Africa,Cameroon,Snacks,Offline,H,10/5/15,499767053,10/23/15,1032,152.58,97.44
Asia,Kyrgyzstan,Snacks,Offline,M,7/21/14,559704768,9/5/14,7934,152.58,97.44
Central America and the Caribbean,Grenada,Clothes,Online,C,6/26/13,359884488,6/26/13,6672,109.28,35.84
Australia and Oceania,East Timor,Cereal,Online,C,5/16/14,600355041,6/28/14,7253,205.7,117.11
Europe,United Kingdom,Household,Online,L,7/15/12,701477754,8/27/12,1711,668.27,502.54
Europe,Armenia,Clothes,Online,H,9/19/15,153926455,9/30/15,9114,109.28,35.84
Australia and Oceania,Tonga,Cosmetics,Offline,C,7/26/17,768687474,8/16/17,560,437.2,263.33
Sub-Saharan Africa,Mali,Snacks,Online,H,8/7/16,827059638,9/11/16,4181,152.58,97.44
Sub-Saharan Africa,Malawi,Personal Care,Online,L,5/23/12,930654275,6/17/12,136,81.73,56.67
Europe,Moldova ,Cosmetics,Offline,L,12/9/16,851395213,12/15/16,5618,437.2,263.33
Asia,China,Cosmetics,Offline,H,1/6/13,881518781,1/10/13,9851,437.2,263.33
Europe,Croatia,Vegetables,Online,H,12/18/10,483573806,1/21/11,9090,154.06,90.93
Australia and Oceania,Marshall Islands,Snacks,Online,M,8/13/14,540421617,9/5/14,1621,152.58,97.44
Sub-Saharan Africa,Uganda,Office Supplies,Offline,C,7/7/17,205236041,8/14/17,2760,651.21,524.96
Asia,Taiwan,Cosmetics,Offline,M,4/7/14,951503407,4/13/14,9858,437.2,263.33
Sub-Saharan Africa,Sierra Leone,Personal Care,Online,C,11/23/11,723022544,1/11/12,7293,81.73,56.67
Europe,Finland,Household,Offline,C,12/4/10,683904778,1/18/11,1477,668.27,502.54
Asia,Tajikistan,Personal Care,Offline,C,9/24/16,268573939,10/7/16,5852,81.73,56.67
Sub-Saharan Africa,Botswana,Vegetables,Offline,C,1/11/13,331766355,2/17/13,5892,154.06,90.93
Sub-Saharan Africa,Senegal,Beverages,Online,L,2/10/11,898530852,3/19/11,4101,47.45,31.79
Europe,Luxembourg,Cosmetics,Online,C,10/4/15,714228761,11/21/15,5017,437.2,263.33
Europe,Serbia,Beverages,Offline,L,11/17/13,394533908,12/28/13,206,47.45,31.79
Asia,Singapore,Snacks,Offline,L,3/5/16,175432622,3/7/16,3266,152.58,97.44
Sub-Saharan Africa,Cameroon,Personal Care,Offline,H,6/24/15,363223731,6/29/15,4829,81.73,56.67
Central America and the Caribbean,Antigua and Barbuda ,Household,Online,C,4/2/13,884518563,5/12/13,7554,668.27,502.54
Europe,Latvia,Household,Offline,L,10/27/15,836240947,11/24/15,1134,668.27,502.54
Sub-Saharan Africa,Mauritania,Beverages,Online,L,6/2/15,735627210,6/12/15,7293,47.45,31.79
Sub-Saharan Africa,Kenya,Clothes,Offline,M,9/16/16,270226180,9/29/16,4787,109.28,35.84
Middle East and North Africa,Iraq,Office Supplies,Offline,M,4/11/10,547899186,5/9/10,4400,651.21,524.96
Middle East and North Africa,Yemen,Cereal,Online,H,4/9/14,946820056,5/12/14,3950,205.7,117.11
Middle East and North Africa,Lebanon,Snacks,Offline,H,1/17/10,465475118,2/5/10,3286,152.58,97.44
North America,Canada,Household,Offline,L,2/5/14,872663199,2/23/14,9288,668.27,502.54
Sub-Saharan Africa,Cameroon,Meat,Offline,C,9/10/13,857495629,10/2/13,867,421.89,364.69
Europe,Spain,Vegetables,Offline,C,2/5/16,979396235,2/18/16,3965,154.06,90.93
Sub-Saharan Africa,Burundi,Household,Offline,L,7/1/14,518101346,8/8/14,6556,668.27,502.54
Europe,France,Meat,Online,C,7/4/14,623659789,7/31/14,3646,421.89,364.69
Europe,Slovenia,Fruits,Offline,H,3/21/15,266432893,4/19/15,2269,9.33,6.92
Europe,Sweden,Personal Care,Online,M,1/6/13,287094485,2/3/13,6493,81.73,56.67
Sub-Saharan Africa,Angola,Snacks,Offline,L,12/1/12,246630895,12/23/12,2417,152.58,97.44
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Offline,H,3/22/17,676340949,5/9/17,3171,421.89,364.69
Australia and Oceania,Vanuatu,Snacks,Online,M,2/21/14,827835977,2/26/14,3917,152.58,97.44
Sub-Saharan Africa,Burundi,Cosmetics,Online,C,11/21/11,923039805,12/24/11,6845,437.2,263.33
North America,Mexico,Office Supplies,Offline,C,3/2/12,804188764,4/2/12,6181,651.21,524.96
Sub-Saharan Africa,Mali,Beverages,Offline,M,12/18/13,383831679,1/26/14,3178,47.45,31.79
Central America and the Caribbean,Guatemala,Meat,Offline,M,4/29/17,994829881,5/9/17,1124,421.89,364.69
Europe,Netherlands,Cosmetics,Offline,L,1/2/12,440357196,2/8/12,335,437.2,263.33
Sub-Saharan Africa,Djibouti,Clothes,Offline,L,7/16/11,643899953,8/6/11,3160,109.28,35.84
Middle East and North Africa,Yemen,Beverages,Offline,L,8/7/11,899256980,8/14/11,8979,47.45,31.79
Sub-Saharan Africa,Cote d'Ivoire,Meat,Online,M,6/27/16,120539605,6/28/16,9203,421.89,364.69
Middle East and North Africa,Kuwait,Baby Food,Online,H,8/27/12,892171657,10/14/12,2274,255.28,159.42
Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,Online,C,4/26/10,918889462,4/28/10,8667,47.45,31.79
Europe,Luxembourg,Clothes,Online,C,12/24/16,675741851,1/5/17,5885,109.28,35.84
Sub-Saharan Africa,Ghana,Beverages,Online,H,12/3/10,258090150,1/9/11,3466,47.45,31.79
Europe,Finland,Household,Online,C,2/16/13,731608188,3/10/13,7976,668.27,502.54
Sub-Saharan Africa,Angola,Cosmetics,Offline,M,5/16/15,982282292,6/16/15,8014,437.2,263.33
Central America and the Caribbean,Trinidad and Tobago,Household,Online,M,4/6/14,866411292,4/16/14,9210,668.27,502.54
Asia,Turkmenistan,Cereal,Online,H,1/22/15,760606515,2/14/15,9225,205.7,117.11
Europe,Austria,Meat,Online,C,9/19/12,211791789,10/9/12,2752,421.89,364.69
Middle East and North Africa,Oman,Snacks,Offline,L,11/4/10,187203443,11/19/10,6514,152.58,97.44
Europe,Lithuania,Snacks,Offline,C,4/21/10,824390304,4/30/10,4265,152.58,97.44
Middle East and North Africa,Pakistan,Cosmetics,Online,H,1/16/13,981213700,2/4/13,1794,437.2,263.33
Europe,Montenegro,Clothes,Online,C,9/18/10,485847461,11/6/10,1915,109.28,35.84
Sub-Saharan Africa,Chad,Baby Food,Online,M,3/2/11,586777913,3/14/11,9479,255.28,159.42
Asia,Laos,Office Supplies,Online,L,12/19/11,802803885,1/6/12,6365,651.21,524.96
Europe,Poland,Meat,Offline,C,9/29/11,273036706,11/1/11,6484,421.89,364.69
Middle East and North Africa,Libya,Personal Care,Online,H,12/22/13,906900203,1/5/14,778,81.73,56.67
North America,Canada,Beverages,Offline,L,8/20/15,634130704,9/20/15,2222,47.45,31.79
Asia,Japan,Clothes,Offline,L,12/20/10,154777038,2/2/11,820,109.28,35.84
Middle East and North Africa,Qatar,Cosmetics,Offline,H,6/11/10,689200532,7/2/10,8608,437.2,263.33
Australia and Oceania,Tuvalu,Fruits,Offline,L,3/22/14,828075015,4/17/14,4653,9.33,6.92
Asia,Singapore,Snacks,Offline,M,12/17/15,582386815,1/15/16,55,152.58,97.44
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Offline,L,3/5/14,933434760,4/18/14,2943,255.28,159.42
Australia and Oceania,Nauru,Office Supplies,Offline,H,1/3/16,682830178,2/15/16,3479,651.21,524.96
Middle East and North Africa,Libya,Beverages,Offline,H,9/28/10,502496898,11/8/10,8853,47.45,31.79
Sub-Saharan Africa,Namibia,Baby Food,Online,C,6/10/11,684671247,6/23/11,8292,255.28,159.42
Central America and the Caribbean,Belize,Office Supplies,Offline,H,4/19/13,691902053,5/15/13,8048,651.21,524.96
Asia,Indonesia,Meat,Online,L,7/31/12,507050645,8/5/12,6408,421.89,364.69
Middle East and North Africa,Tunisia ,Clothes,Offline,H,5/26/10,183290851,6/12/10,8691,109.28,35.84
Asia,Taiwan,Personal Care,Online,H,7/2/16,294108998,8/14/16,2243,81.73,56.67
Australia and Oceania,Fiji,Cereal,Offline,C,3/16/15,583303916,5/4/15,1446,205.7,117.11
Sub-Saharan Africa,South Sudan,Personal Care,Online,H,8/7/14,414986932,8/23/14,2710,81.73,56.67
North America,Canada,Cosmetics,Offline,M,6/25/12,123581874,7/8/12,9478,437.2,263.33
Europe,Hungary,Clothes,Online,C,4/19/15,563825070,5/14/15,7223,109.28,35.84
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,C,8/12/11,860765349,9/1/11,8450,651.21,524.96
Sub-Saharan Africa,Swaziland,Beverages,Offline,C,10/11/13,659764039,11/13/13,7695,47.45,31.79
Europe,Portugal,Fruits,Offline,H,4/14/16,576494967,5/21/16,6527,9.33,6.92
Australia and Oceania,Tuvalu,Snacks,Offline,L,9/8/14,846944463,9/24/14,8542,152.58,97.44
Sub-Saharan Africa,Swaziland,Meat,Offline,M,12/14/16,877411353,1/30/17,4372,421.89,364.69
Europe,Russia,Clothes,Online,L,12/25/16,594506967,1/8/17,6678,109.28,35.84
Europe,Montenegro,Cosmetics,Online,H,7/10/13,895155131,8/24/13,5151,437.2,263.33
Europe,Italy,Baby Food,Online,C,12/16/13,496592175,1/12/14,1515,255.28,159.42
Europe,Belarus,Household,Offline,H,5/18/15,886366927,6/25/15,4526,668.27,502.54
Asia,Japan,Vegetables,Online,C,12/7/15,472340714,12/24/15,4969,154.06,90.93
Sub-Saharan Africa,South Sudan,Fruits,Online,M,1/22/11,432687366,3/9/11,662,9.33,6.92
Australia and Oceania,Papua New Guinea,Office Supplies,Offline,C,5/27/12,665893208,6/8/12,1453,651.21,524.96
Sub-Saharan Africa,Seychelles ,Baby Food,Offline,M,9/27/13,240757071,11/16/13,4222,255.28,159.42
Australia and Oceania,Tuvalu,Clothes,Offline,M,6/26/17,546390283,6/26/17,7881,109.28,35.84
Middle East and North Africa,Iran,Household,Offline,H,10/3/15,342216670,11/19/15,8372,668.27,502.54
Asia,Vietnam,Office Supplies,Online,C,11/19/16,707972562,12/21/16,3669,651.21,524.96
Australia and Oceania,Vanuatu,Snacks,Online,H,5/4/11,993706786,6/15/11,8775,152.58,97.44
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online,M,5/11/13,169780671,6/1/13,728,154.06,90.93
Sub-Saharan Africa,Ethiopia,Household,Offline,L,10/4/11,876868045,10/9/11,3595,668.27,502.54
Europe,Croatia,Cosmetics,Offline,L,7/20/11,875955235,9/2/11,3475,437.2,263.33
Asia,Singapore,Fruits,Online,M,1/11/15,698341071,2/1/15,3496,9.33,6.92
Sub-Saharan Africa,Burkina Faso,Fruits,Online,L,6/2/10,495636880,7/10/10,8822,9.33,6.92
Australia and Oceania,Tuvalu,Office Supplies,Offline,M,7/1/13,489766490,8/1/13,1643,651.21,524.96
Sub-Saharan Africa,Sudan,Snacks,Offline,M,10/29/10,522966229,11/1/10,6184,152.58,97.44
Central America and the Caribbean,Dominican Republic,Household,Offline,C,7/14/16,507784926,8/28/16,3699,668.27,502.54
Middle East and North Africa,Qatar,Clothes,Online,H,7/12/15,877083909,7/18/15,7474,109.28,35.84
Europe,Cyprus,Cosmetics,Offline,L,9/11/12,334037005,10/12/12,7828,437.2,263.33
Middle East and North Africa,Yemen,Household,Online,C,1/5/14,802130544,1/26/14,7108,668.27,502.54
Sub-Saharan Africa,Seychelles ,Cereal,Online,H,2/22/15,675163352,3/16/15,4694,205.7,117.11
